1.14536500,;4.79389130,;-0.41130523,;0.61640864,;-0.37786573,;0.28835463,;0.00000000
0.53440075,;2.38302810,;1.52720180,;1.68561550,;-0.37786573,;0.79722131,;0.00000000
2.01429950,;4.54174600,;-0.32114211,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.11196455,;-0.36402888,;-0.32114211,;1.00670710,;2.97603940,;0.87644607,;0.00000000
0.22375244,;-0.21805001,;-0.36622367,;0.71472166,;-0.37786573,;1.29999380,;0.00000000
0.11907378,;0.13141457,;0.17475504,;1.19742590,;0.43904446,;1.27256980,;0.00000000
0.63433669,;2.99790880,;0.85097843,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.03896050,;-0.38172329,;0.53540751,;1.12189790,;-0.37786573,;0.70580814,;0.00000000
-0.19021947,;-0.32864006,;0.35508128,;2.48604390,;-0.37786573,;1.07450790,;0.00000000
-0.11281146,;-0.37287609,;-0.23097900,;0.88814077,;-0.37786573,;1.11107320,;0.00000000
-0.36197377,;-0.40384130,;-0.59163147,;-0.23423108,;-0.37786573,;0.80636263,;0.00000000
0.68752293,;2.52458340,;-0.18589744,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.08028509,;-0.45250093,;0.12967348,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.13127420,;-0.35960528,;1.57228340,;0.16366240,;0.03435931,;1.25428720,;0.00000000
0.31928442,;-0.09861275,;-0.23097900,;0.83117829,;-0.37786573,;1.32741770,;0.00000000
-0.11264208,;-0.39941770,;0.71573375,;-0.08950419,;0.41201277,;1.07755510,;0.00000000
0.31996195,;0.72860087,;-0.45638679,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.09874783,;-0.35518168,;0.03951036,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.44039807,;-0.12957796,;-0.18589744,;-0.00680310,;-0.37786573,;0.58697101,;0.00000000
-0.03286271,;-0.30209845,;1.07638620,;0.41978259,;0.37273286,;0.76675026,;0.00000000
1.04796980,;5.03718950,;-0.18589744,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.11924801,;-0.18266119,;0.26491816,;0.53919283,;-0.37786573,;1.27866400,;0.00000000
-0.17565253,;-0.43480652,;-0.00557120,;0.78054497,;0.61908012,;1.23905170,;0.00000000
0.15498297,;-0.20477920,;1.93293590,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.24695790,;0.02524812,;0.26491816,;1.08898630,;0.39084178,;1.40664250,;0.00000000
-0.16362634,;-0.40826490,;0.08459192,;1.23033760,;0.78321285,;0.98309477,;0.00000000
-0.30997320,;-0.41268851,;0.30999972,;0.01429411,;-0.37786573,;1.41273670,;0.00000000
-0.09773638,;-0.41711211,;0.03951036,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.10450685,;0.08717855,;1.03130470,;1.18054820,;-0.37786573,;1.55290360,;0.00000000
0.25644335,;0.18449780,;0.12967348,;1.48350420,;0.54285800,;1.08364930,;0.00000000
0.69531455,;0.52069157,;0.12967348,;0.88645299,;0.55678541,;1.05013110,;0.00000000
-0.04980101,;-0.07207113,;0.71573375,;1.02822630,;0.45606685,;0.98918898,;0.00000000
-0.21325555,;-0.41268851,;0.94114155,;-0.09709918,;-0.37786573,;0.80331553,;0.00000000
-0.00881034,;-0.40384130,;-0.36622367,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.06334680,;-0.24901522,;-0.00557120,;0.08349298,;-0.37786573,;1.20248640,;0.00000000
0.52203580,;1.79026540,;-0.41130523,;1.55607860,;-0.37786573,;1.04098980,;0.00000000
0.05047369,;-0.06764753,;0.17475504,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.41972850,;0.37028909,;0.44524439,;1.14848040,;-0.37786573,;0.95262371,;0.00000000
0.15667680,;0.41452511,;-0.05065276,;1.01134850,;0.71755976,;1.18725090,;0.00000000
0.14075480,;-0.32421646,;-0.23097900,;0.96662241,;-0.37786573,;1.21162770,;0.00000000
-0.24950349,;-0.40826490,;3.42062730,;0.07674187,;-0.37786573,;0.92824687,;0.00000000
1.55290040,;5.08142550,;-0.41130523,;0.29319930,;-0.37786573,;0.61439496,;0.00000000
0.76526970,;3.79858080,;-0.09573432,;0.53792700,;-0.37786573,;0.45289835,;0.00000000
-0.00745527,;-0.35075807,;-0.23097900,;0.44298953,;-0.37786573,;1.16896820,;0.00000000
-0.34537424,;-0.29325125,;1.43703870,;0.38982455,;0.23882557,;0.93738818,;0.00000000
0.25000680,;1.37444680,;2.60915920,;1.49278700,;-0.37786573,;0.89168160,;0.00000000
0.88959678,;5.08142550,;0.12967348,;0.51345423,;-0.37786573,;0.93738818,;0.00000000
1.24834980,;3.96225410,;-0.45638679,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
1.34134110,;1.04267660,;-0.50146835,;1.23919840,;3.11449030,;0.91605844,;0.00000000
-0.39280146,;-0.45250093,;0.21983660,;0.19910572,;1.55610190,;1.06231950,;0.00000000
-0.23747731,;-0.12515436,;1.79769120,;0.75058693,;-0.37786573,;0.95262371,;0.00000000
0.21511391,;0.23315742,;-0.00557120,;0.18307184,;-0.37786573,;0.25483647,;0.00000000
0.79863814,;1.40098840,;-0.36622367,;1.00248770,;-0.37786573,;0.73323209,;0.00000000
0.02438872,;-0.19150839,;0.30999972,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.77763466,;-0.13842517,;-0.18589744,;0.36703955,;1.00993660,;1.04708400,;0.00000000
0.01608896,;-0.35075807,;-0.09573432,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.24357509,;-0.33748727,;0.89605999,;-0.08823835,;-0.37786573,;1.01051870,;0.00000000
0.08096262,;-0.14727237,;-0.00557120,;0.74003832,;0.38922844,;1.04708400,;0.00000000
0.38720698,;0.16237979,;-0.45638679,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.34401433,;-0.04110592,;0.21983660,;1.22527430,;0.33177375,;1.27866400,;0.00000000
-0.29659195,;-0.45250093,;-0.00557120,;0.70965833,;-0.37786573,;1.54985650,;0.00000000
-0.37671008,;-0.40826490,;1.34687560,;1.41135170,;0.22275801,;0.89168160,;0.00000000
0.27947943,;-0.21805001,;-0.23097900,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.16261005,;-0.28440404,;-0.00557120,;1.09404960,;1.61836370,;1.28475830,;0.00000000
0.34875705,;-0.44365372,;-0.32114211,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.67329476,;0.81707292,;-0.27606055,;0.77759136,;1.81907640,;1.12630870,;0.00000000
1.07879750,;0.95420459,;0.03951036,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.38466623,;-0.02341151,;0.08459192,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.16497656,;-0.16939038,;-0.18589744,;1.04130660,;1.51270630,;1.04098980,;0.00000000
1.33998600,;-0.45250093,;-0.32114211,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.81083371,;1.42310640,;-0.45638679,;0.98096852,;2.16640570,;0.73627920,;0.00000000
-0.18903378,;-0.43038291,;0.08459192,;0.35058373,;1.05711860,;0.91605844,;0.00000000
-0.13889643,;-0.37729969,;0.67065219,;0.25438042,;0.47565741,;1.33960620,;0.00000000
0.33300444,;2.42726410,;0.76081531,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.18801749,;-0.34633447,;-0.00557120,;-0.13802778,;2.04128940,;0.90082291,;0.00000000
0.70835703,;0.49414995,;-0.36622367,;0.96873213,;-0.37786573,;1.50719700,;0.00000000
-0.00203502,;-0.29325125,;0.26491816,;1.19784790,;0.49030918,;1.30304090,;0.00000000
0.50340368,;0.82149652,;-0.41130523,;1.08307900,;-0.37786573,;0.83073948,;0.00000000
-0.09909144,;-0.29325125,;-0.18589744,;1.59447550,;1.04559480,;1.18725090,;0.00000000
-0.03438716,;-0.17381398,;1.88785430,;0.84172690,;0.14195927,;0.94957661,;0.00000000
-0.22646741,;-0.36402888,;0.40016284,;0.86366800,;0.89963680,;0.87644607,;0.00000000
-0.10518923,;-0.41268851,;-0.14081588,;1.02442880,;-0.37786573,;1.03794270,;0.00000000
0.01388698,;0.00755371,;-0.09573432,;1.11936630,;-0.37786573,;0.87949317,;0.00000000
0.32385776,;0.57377479,;0.67065219,;0.98518796,;-0.37786573,;1.19639220,;0.00000000
0.55726745,;0.17565059,;-0.18589744,;1.23202540,;0.97309319,;1.09583770,;0.00000000
0.68921676,;4.67003050,;-0.18589744,;0.76029165,;-0.37786573,;0.61439496,;0.00000000
1.65419140,;1.27712760,;-0.50146835,;1.34552840,;-0.37786573,;0.79722131,;0.00000000
0.11314538,;0.60474001,;-0.05065276,;0.28644819,;-0.37786573,;0.44070993,;0.00000000
-0.13838829,;-0.01014070,;1.03130470,;0.06577132,;-0.37786573,;1.17506240,;0.00000000
0.19783685,;-0.26670963,;0.67065219,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.27592239,;0.25085183,;0.17475504,;-0.44604713,;2.53974590,;0.44680414,;0.00000000
0.23103591,;0.20661581,;0.21983660,;1.03202380,;0.21370355,;1.28171110,;0.00000000
-0.02066714,;-0.18708479,;1.66244650,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.24103435,;-0.34191087,;0.76081531,;0.87210689,;0.35633604,;1.27561690,;0.00000000
-0.27524970,;-0.44365372,;0.08459192,;1.07421820,;0.84807574,;0.73323209,;0.00000000
0.21714651,;-0.14727237,;1.66244650,;1.12147600,;0.13530835,;1.15982690,;0.00000000
0.31149280,;-0.44365372,;0.08459192,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.11399714,;-0.28882764,;0.49032595,;0.93919603,;0.97473946,;1.03794270,;0.00000000
-0.33300928,;-0.43038291,;0.21983660,;1.08096930,;1.10357620,;0.56868837,;0.00000000
0.62603692,;0.26412264,;-0.18589744,;0.83202218,;-0.37786573,;1.18725090,;0.00000000
-0.41160297,;-0.45250093,;0.12967348,;0.30923318,;1.15842980,;0.83073948,;0.00000000
0.42074480,;0.38355990,;0.21983660,;0.33328401,;1.00117850,;0.92519976,;0.00000000
0.06724260,;-0.38172329,;0.03951036,;1.57844170,;-0.37786573,;1.10497900,;0.00000000
2.24499910,;-0.45250093,;-0.45638679,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.07029150,;-0.45250093,;0.08459192,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.34097028,;-0.42595931,;0.62557063,;0.52526867,;0.54743462,;1.18725090,;0.00000000
-0.58826938,;-0.38172329,;1.93293590,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.83624115,;-0.45250093,;0.03951036,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.27169266,;-0.39941770,;0.08459192,;0.36071039,;0.70939428,;1.67174070,;0.00000000
16.00414500,;-0.34633447,;-0.54654991,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.15193892,;-0.43480652,;-0.18589744,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.36671649,;-0.43480652,;0.49032595,;0.58054337,;0.54081663,;1.00747160,;0.00000000
-0.06860251,;-0.14284877,;3.51079040,;0.86451189,;0.56633375,;0.82159816,;0.00000000
0.41159812,;0.68436485,;1.25671250,;-0.25448441,;-0.37786573,;0.83073948,;0.00000000
-0.18141155,;-0.45250093,;0.17475504,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.32606458,;-0.34191087,;2.65424080,;0.87252883,;-0.37786573,;1.25124010,;0.00000000
0.78237738,;1.31251640,;-0.18589744,;1.24890320,;-0.37786573,;0.92215265,;0.00000000
-0.17429747,;-0.44807732,;1.12146780,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.49409246,;-0.40826490,;-0.59163147,;0.06619326,;-0.37786573,;0.47727520,;0.00000000
0.31572738,;-0.04552952,;-0.23097900,;0.89868938,;-0.37786573,;1.08974350,;0.00000000
-0.27508032,;-0.42153571,;0.30999972,;0.96240297,;-0.37786573,;1.37617140,;0.00000000
0.19343289,;-0.10303635,;0.67065219,;0.65100807,;-0.37786573,;1.02575430,;0.00000000
0.10653945,;-0.28882764,;0.40016284,;1.65396970,;0.86865407,;0.79722131,;0.00000000
1.13062870,;3.86051130,;-0.18589744,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
4.12328650,;-0.45250093,;-0.50146835,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.11026587,;-0.02341151,;0.67065219,;0.04973744,;0.00363999,;0.90996423,;0.00000000
0.25305569,;-0.00129350,;0.08459192,;0.71851916,;-0.37786573,;1.56509200,;0.00000000
0.34621631,;-0.15611958,;-0.00557120,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.56032119,;-0.42595931,;1.66244650,;1.31852400,;0.40634961,;0.57173548,;0.00000000
-0.00220440,;-0.04552952,;7.97386480,;0.35649095,;-0.37786573,;0.50469915,;0.00000000
0.51509110,;0.21103941,;0.03951036,;0.76113554,;-0.37786573,;1.14459140,;0.00000000
0.63772435,;0.96305179,;-0.32114211,;1.24004230,;1.75154660,;0.78198578,;0.00000000
0.40770231,;0.41010151,;-0.09573432,;2.15819310,;-0.37786573,;1.56509200,;0.00000000
0.27067152,;0.32162947,;0.12967348,;0.60586003,;-0.37786573,;0.73627920,;0.00000000
0.09112560,;-0.33306367,;-0.14081588,;0.96577852,;1.26346160,;1.19029800,;0.00000000
0.25745965,;-0.21362640,;0.17475504,;0.72737999,;0.21297919,;1.26342850,;0.00000000
0.66499500,;2.75903430,;-0.05065276,;1.07379630,;-0.37786573,;0.75151473,;0.00000000
0.01778278,;-0.32421646,;-0.32114211,;0.96324686,;-0.37786573,;1.14459140,;0.00000000
1.54138230,;0.97189900,;-0.14081588,;2.83752350,;-0.37786573,;1.33351190,;0.00000000
0.01100747,;-0.06764753,;0.71573375,;0.38855871,;0.15397701,;1.26342850,;0.00000000
0.98140233,;5.07700190,;-0.00557120,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.25966647,;-0.45250093,;-0.05065276,;0.62315975,;-0.37786573,;1.41273670,;0.00000000
-0.08113685,;-0.28882764,;-0.00557120,;0.79489108,;-0.37786573,;1.42187800,;0.00000000
-0.33893769,;-0.37287609,;0.44524439,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.21579144,;0.21988661,;-0.14081588,;0.83286607,;-0.37786573,;1.15982690,;0.00000000
0.33435950,;0.00755371,;-0.32114211,;1.13497820,;-0.37786573,;0.96176503,;0.00000000
2.13388390,;2.61305540,;-0.41130523,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.14990148,;0.06506054,;0.17475504,;1.30881920,;0.54108003,;0.91605844,;0.00000000
2.62932900,;5.05930750,;-0.41130523,;1.78308460,;-0.37786573,;0.25178936,;0.00000000
-0.41312741,;-0.42595931,;1.25671250,;1.52612060,;-0.37786573,;0.72409077,;0.00000000
0.48375525,;1.12672510,;-0.36622367,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.06470671,;-0.40826490,;-0.09573432,;0.46577452,;-0.37786573,;0.88863449,;0.00000000
0.00812796,;-0.41711211,;0.26491816,;0.91514521,;0.63419284,;1.03184850,;0.00000000
0.36467905,;-0.13842517,;-0.23097900,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.63467545,;0.12699097,;0.08459192,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.11535221,;-0.35960528,;0.21983660,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.45039166,;-0.37287609,;10.31810600,;1.14130740,;0.19072167,;0.44680414,;0.00000000
0.33402073,;0.14468538,;-0.23097900,;0.65353974,;1.34663100,;1.25428720,;0.00000000
0.13109997,;0.98959340,;-0.23097900,;0.58012143,;1.36839460,;0.53212310,;0.00000000
0.07943818,;-0.45250093,;0.17475504,;0.51767367,;-0.37786573,;1.05317820,;0.00000000
-0.40669086,;-0.42595931,;1.07638620,;1.00417550,;0.36239430,;0.83378658,;0.00000000
0.68667602,;-0.43923012,;-0.32114211,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.02760700,;-0.25786243,;0.21983660,;0.50543729,;-0.37786573,;0.79112710,;0.00000000
0.46173547,;0.67994125,;0.26491816,;1.19489430,;-0.37786573,;1.58032750,;0.00000000
-0.19123576,;-0.41711211,;0.58048907,;1.28308060,;-0.37786573,;0.70885524,;0.00000000
0.60825172,;-0.09861275,;-0.09573432,;1.54637390,;0.81024454,;1.44320780,;0.00000000
-0.30421418,;-0.25786243,;0.44524439,;0.48012063,;2.94100680,;0.89777581,;0.00000000
0.10433747,;-0.34191087,;-0.27606055,;0.56450949,;-0.37786573,;0.98309477,;0.00000000
-0.38755059,;-0.43923012,;0.30999972,;0.10248047,;0.58661575,;0.71494946,;0.00000000
0.46800264,;-0.08534194,;0.12967348,;1.18940900,;0.24468628,;1.38835990,;0.00000000
0.04877986,;-0.32421646,;0.35508128,;1.16156070,;0.44490516,;1.11412030,;0.00000000
0.80947865,;2.32994490,;0.03951036,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
1.19821250,;0.15795618,;-0.14081588,;0.62822308,;-0.37786573,;0.76370315,;0.00000000
0.16768669,;0.13583817,;-0.23097900,;0.46915008,;-0.37786573,;1.30608800,;0.00000000
-0.03828297,;-0.06322393,;1.43703870,;0.59067004,;-0.37786573,;0.90691713,;0.00000000
-0.11670727,;-0.38172329,;0.17475504,;0.05395688,;-0.37786573,;1.40054830,;0.00000000
1.88116450,;3.69683800,;-0.18589744,;0.68265389,;-0.37786573,;0.19998856,;0.00000000
-0.02896691,;-0.34633447,;-0.05065276,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.25339930,;-0.39057049,;0.26491816,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
1.52817050,;0.37471269,;-0.00557120,;2.44933470,;0.39693297,;1.28475830,;0.00000000
0.39482921,;0.64455243,;-0.14081588,;1.03117990,;-0.37786573,;0.90691713,;0.00000000
-0.03049135,;-0.03668232,;0.26491816,;0.08349298,;-0.37786573,;0.62048917,;0.00000000
1.14468750,;0.94535738,;-0.09573432,;0.28855791,;-0.37786573,;0.63267760,;0.00000000
-0.43040447,;-0.45250093,;-0.41130523,;0.94088381,;3.95016800,;0.59001811,;0.00000000
-0.07080449,;-0.31094565,;0.40016284,;0.13581407,;0.27408859,;1.42492510,;0.00000000
-0.03997680,;-0.01898791,;0.53540751,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.46393745,;0.02524812,;-0.32114211,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.87536861,;1.14884310,;-0.50146835,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.52441201,;-0.41268851,;7.02715210,;1.10670790,;0.23141737,;0.60220654,;0.00000000
0.14329554,;-0.00129350,;0.26491816,;1.67802050,;0.41724789,;0.81245684,;0.00000000
0.47020462,;-0.14727237,;-0.09573432,;1.36957920,;0.37414864,;1.19639220,;0.00000000
0.82082731,;-0.44807732,;-0.50146835,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.39618427,;0.06506054,;-0.41130523,;0.85691689,;-0.37786573,;1.02880140,;0.00000000
-0.18412168,;-0.12957796,;0.80589687,;0.42779953,;0.43025339,;1.00442450,;0.00000000
-0.19174391,;-0.41711211,;0.12967348,;0.95860547,;-0.37786573,;1.16896820,;0.00000000
0.47562487,;0.26412264,;0.21983660,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.43514235,;1.11345430,;0.40016284,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.65025868,;0.16680339,;0.35508128,;1.80586960,;-0.37786573,;1.23600460,;0.00000000
0.62366556,;0.96305179,;0.49032595,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.21799827,;-0.44365372,;0.03951036,;0.78982775,;-0.37786573,;1.35484170,;0.00000000
-0.22392667,;-0.24901522,;1.39195710,;1.06873290,;-0.37786573,;1.47672590,;0.00000000
0.25525767,;0.55165678,;0.76081531,;1.75481440,;0.48378997,;0.87644607,;0.00000000
0.29878908,;-0.43038291,;-0.36622367,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.06267411,;-0.29767485,;-0.45638679,;0.68602945,;3.40064430,;0.32187280,;0.00000000
0.26287990,;-0.44807732,;-0.32114211,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.30438357,;-0.44365372,;0.98622311,;0.44130175,;0.27896154,;1.64736390,;0.00000000
1.01104430,;3.00233240,;-0.45638679,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.09621193,;-0.38172329,;-0.27606055,;0.65649335,;-0.37786573,;1.31522930,;0.00000000
