0.43243222,;0.72860087,;0.12967348,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.56065511,;2.43168770,;0.08459192,;1.68983500,;-0.37786573,;1.02880140,;0.00000000
6.04408900,;-0.25786243,;-0.41130523,;3.47887880,;-0.37786573,;0.56259416,;0.00000000
0.47664117,;2.80327030,;-0.32114211,;0.63539613,;-0.37786573,;0.36453228,;0.00000000
0.64534658,;1.09575990,;-0.45638679,;0.82569301,;-0.37786573,;0.73627920,;0.00000000
4.37736090,;-0.38172329,;2.47391460,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.06165781,;0.20219221,;0.03951036,;0.73159943,;1.35153690,;0.86730475,;0.00000000
0.23594801,;-0.21805001,;0.17475504,;1.31388260,;0.33095062,;1.22076900,;0.00000000
-0.18039525,;-0.32421646,;0.62557063,;0.13792380,;1.03002110,;1.07755510,;0.00000000
0.11128217,;-0.39499410,;-0.32114211,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.38212549,;0.03409532,;-0.32114211,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
8.96103270,;-0.42153571,;-0.54654991,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.07148202,;-0.19593200,;1.21163090,;1.57253440,;0.83470806,;1.13545010,;0.00000000
0.46105794,;0.55165678,;-0.14081588,;1.14341710,;-0.37786573,;1.07450790,;0.00000000
0.36874424,;2.75018710,;0.26491816,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.45886081,;-0.41711211,;0.12967348,;0.53244172,;2.37785210,;0.92215265,;0.00000000
-0.47427466,;-0.45250093,;1.30179400,;0.11556075,;-0.37786573,;0.71190235,;0.00000000
0.97784529,;0.58262200,;0.08459192,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.23984867,;-0.44807732,;0.21983660,;0.60290642,;-0.37786573,;1.33960620,;0.00000000
-0.14177594,;-0.41711211,;0.26491816,;0.85480717,;0.34412075,;1.02880140,;0.00000000
2.11152530,;1.37887040,;-0.45638679,;1.33540170,;1.81581680,;0.41023887,;0.00000000
0.47664117,;0.37913630,;-0.14081588,;1.08434490,;-0.37786573,;1.13849720,;0.00000000
0.44903175,;0.02082451,;0.21983660,;1.34510650,;0.21492178,;1.32437060,;0.00000000
0.92042447,;2.21935480,;0.03951036,;1.22696210,;0.42570970,;0.96176503,;0.00000000
-0.28270255,;-0.44807732,;-0.32114211,;0.76366720,;-0.37786573,;0.48641652,;0.00000000
0.09773153,;0.03409532,;-0.14081588,;0.39952927,;-0.37786573,;1.07146080,;0.00000000
2.68099080,;-0.45250093,;-0.36622367,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.02134467,;-0.24459162,;0.08459192,;1.09025210,;0.76286501,;0.94957661,;0.00000000
0.14736073,;-0.27113323,;0.80589687,;0.47421341,;0.40753492,;0.97090635,;0.00000000
0.17683337,;-0.14727237,;0.08459192,;0.32864262,;-0.37786573,;0.97090635,;0.00000000
-0.13110482,;-0.41711211,;0.76081531,;0.58518476,;-0.37786573,;1.81190760,;0.00000000
0.09281943,;-0.28440404,;-0.32114211,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.41481640,;0.31278226,;0.44524439,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.07672805,;-0.35960528,;-0.36622367,;1.17506290,;2.09420040,;0.97700056,;0.00000000
-0.11890925,;-0.42153571,;0.08459192,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
1.61540270,;4.28960070,;0.03951036,;2.20967030,;-0.37786573,;0.85511633,;0.00000000
0.42396308,;-0.45250093,;-0.27606055,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.50340368,;0.82149652,;-0.41130523,;1.08307900,;-0.37786573,;0.83073948,;0.00000000
-0.00593083,;-0.09861275,;0.58048907,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
1.54138230,;0.97189900,;-0.14081588,;2.83752350,;-0.37786573,;1.33351190,;0.00000000
0.70700197,;0.02967172,;-0.23097900,;0.88687494,;-0.37786573,;0.95871792,;0.00000000
0.62620631,;0.79053130,;-0.23097900,;1.09109600,;-0.37786573,;1.21772190,;0.00000000
-0.35401277,;-0.36845248,;0.03951036,;0.58096532,;0.75921029,;1.15068560,;0.00000000
-0.16261005,;-0.28440404,;-0.00557120,;1.09404960,;1.61836370,;1.28475830,;0.00000000
-0.18462983,;-0.42153571,;-0.32114211,;0.89109438,;1.88328080,;1.18725090,;0.00000000
0.24289271,;0.75071888,;0.76081531,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.84098388,;0.60916361,;-0.09573432,;0.55818032,;-0.37786573,;0.86425764,;0.00000000
0.13770591,;-0.24459162,;-0.00557120,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.21071480,;-0.20477920,;1.66244650,;0.40881204,;-0.37786573,;0.29140174,;0.00000000
-0.43108201,;-0.42153571,;0.76081531,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
1.60015820,;2.64844420,;-0.09573432,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.46376807,;0.65339963,;0.67065219,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.12619271,;-0.39941770,;-0.18589744,;1.08476680,;-0.37786573,;1.17810950,;0.00000000
-0.55828859,;-0.43923012,;5.85503150,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.03015259,;-0.36845248,;-0.23097900,;0.27758736,;-0.37786573,;0.48946362,;0.00000000
0.06656507,;-0.34191087,;-0.05065276,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.35078965,;0.36586549,;-0.45638679,;1.44299750,;-0.37786573,;0.98918898,;0.00000000
-0.24205065,;-0.41268851,;1.07638620,;0.49699840,;0.25993070,;0.93129397,;0.00000000
0.45479077,;-0.12515436,;-0.23097900,;0.50037395,;1.07628120,;0.93738818,;0.00000000
1.67214600,;3.72780320,;-0.32114211,;1.78013100,;-0.37786573,;0.45289835,;0.00000000
0.48798983,;0.48530275,;-0.14081588,;1.18603350,;0.40845683,;1.25124010,;0.00000000
0.14617505,;-0.20035560,;-0.05065276,;1.53287170,;-0.37786573,;1.17810950,;0.00000000
-0.78441482,;-0.43480652,;0.89605999,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.10738636,;-0.09861275,;-0.00557120,;1.08772040,;-0.37786573,;1.37921850,;0.00000000
-0.21799827,;-0.45250093,;-0.05065276,;0.24045626,;1.55610190,;0.96785924,;0.00000000
0.23340727,;-0.30209845,;-0.27606055,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
2.77906350,;-0.34191087,;-0.36622367,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.06216112,;-0.20035560,;-0.36622367,;1.38687890,;1.88900980,;1.23295750,;0.00000000
-0.15837547,;-0.10745995,;0.17475504,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.66380932,;0.81264932,;0.62557063,;0.71050222,;-0.37786573,;1.02880140,;0.00000000
0.26728386,;-0.22689721,;-0.09573432,;1.40628840,;-0.37786573,;1.19639220,;0.00000000
-0.05047854,;-0.22689721,;0.35508128,;0.86830939,;-0.37786573,;1.09279060,;0.00000000
1.16094820,;0.09602575,;-0.05065276,;1.76873850,;0.12618804,;1.11716740,;0.00000000
0.06283865,;-0.28440404,;-0.09573432,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.86537502,;0.91881577,;-0.14081588,;0.59573337,;0.69599367,;0.42852150,;0.00000000
-0.05589879,;-0.42153571,;-0.32114211,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.64924239,;0.43664312,;-0.27606055,;1.41388340,;1.59956330,;1.31522930,;0.00000000
-0.27186204,;-0.41711211,;0.44524439,;1.82232550,;0.52102851,;1.05013110,;0.00000000
0.90873705,;1.84777220,;-0.09573432,;1.09784710,;0.46940160,;1.00442450,;0.00000000
1.69721460,;-0.43923012,;-0.50146835,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.18835625,;-0.30209845,;0.12967348,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.03929927,;-0.16939038,;0.58048907,;0.36661761,;-0.37786573,;1.18115670,;0.00000000
-0.11467467,;-0.39057049,;2.15834360,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.45106435,;0.12256737,;0.62557063,;0.42104842,;-0.37786573,;1.24819300,;0.00000000
0.45072558,;-0.21805001,;-0.32114211,;1.31430450,;-0.37786573,;1.25124010,;0.00000000
0.48104513,;2.28570890,;0.49032595,;2.27338390,;-0.37786573,;1.17810950,;0.00000000
0.20139389,;-0.03225871,;-0.14081588,;0.54130255,;1.72283570,;0.87949317,;0.00000000
-0.05149484,;-0.35960528,;-0.09573432,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.04844110,;-0.27113323,;-0.00557120,;1.17042150,;0.80089375,;1.04708400,;0.00000000
-0.15329398,;-0.39499410,;0.17475504,;1.18898710,;-0.37786573,;0.48032230,;0.00000000
0.01083809,;1.26385670,;1.75260960,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.17904019,;-0.40826490,;-0.27606055,;0.91430132,;1.38867660,;1.23295750,;0.00000000
-0.11670727,;-0.00129350,;0.40016284,;1.02442880,;0.29269140,;1.32437060,;0.00000000
-0.02202221,;-0.21362640,;0.76081531,;0.90248688,;-0.37786573,;1.37312430,;0.00000000
0.67702119,;2.18838960,;0.40016284,;2.26705480,;-0.37786573,;0.90387002,;0.00000000
0.25136186,;0.29066425,;0.94114155,;0.76071359,;-0.37786573,;0.90996423,;0.00000000
-0.20105997,;-0.25343882,;1.43703870,;1.02147520,;-0.37786573,;1.23905170,;0.00000000
0.10755574,;-0.04552952,;-0.36622367,;1.21599150,;-0.37786573,;1.02880140,;0.00000000
-0.17531377,;-0.44807732,;-0.14081588,;1.62316780,;1.40622580,;0.77284447,;0.00000000
0.20427340,;1.03382940,;0.67065219,;0.68645139,;-0.37786573,;0.59915943,;0.00000000
0.03929442,;-0.39499410,;-0.14081588,;0.90839410,;-0.37786573,;1.21467480,;0.00000000
0.80033197,;-0.42153571,;-0.50146835,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.22934692,;-0.37729969,;2.96981170,;0.54256838,;-0.01779440,;0.95262371,;0.00000000
-0.03455654,;-0.20477920,;0.40016284,;1.58350500,;0.62243850,;1.11412030,;0.00000000
-0.44835907,;-0.45250093,;1.84277270,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.25203939,;-0.01898791,;0.17475504,;0.57969948,;0.96124008,;1.27866400,;0.00000000
0.22663195,;-0.12073076,;0.85097843,;0.75522832,;-0.37786573,;0.86121054,;0.00000000
-0.03015259,;-0.28882764,;1.12146780,;1.80122830,;-0.37786573,;1.05927240,;0.00000000
0.27117966,;-0.21805001,;1.57228340,;0.51345423,;0.23026498,;0.83683369,;0.00000000
0.20562847,;-0.18708479,;1.25671250,;0.76155748,;-0.14310818,;1.22991030,;0.00000000
0.10857204,;0.28181705,;-0.32114211,;-0.15490555,;3.06941560,;0.31577859,;0.00000000
-0.13906582,;-0.43923012,;0.40016284,;0.43919203,;0.59629580,;1.30913510,;0.00000000
-0.16057745,;-0.31979286,;0.58048907,;0.90079910,;0.11048266,;1.18420380,;0.00000000
-0.34113967,;-0.32864006,;0.49032595,;0.38644899,;0.38438842,;1.55290360,;0.00000000
0.41007368,;0.36586549,;-0.41130523,;1.18687730,;-0.37786573,;1.20553350,;0.00000000
0.13330195,;-0.32421646,;-0.00557120,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.83691868,;5.07700190,;-0.14081588,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.63823250,;2.60420820,;-0.27606055,;0.45269425,;-0.37786573,;0.26702489,;0.00000000
0.49730589,;1.29924560,;0.40016284,;1.12569540,;-0.01064960,;1.11107320,;0.00000000
0.73495015,;1.36559960,;0.58048907,;0.77885720,;-0.37786573,;0.88254028,;0.00000000
-0.23663039,;-0.43038291,;-0.00557120,;1.20755260,;-0.37786573,;0.52602889,;0.00000000
0.32385776,;-0.45250093,;-0.36622367,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.28947302,;-0.13400156,;0.53540751,;1.76620690,;-0.37786573,;1.18115670,;0.00000000
-0.19242144,;-0.43038291,;0.12967348,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.09671523,;-0.36845248,;-0.36622367,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.07283709,;-0.31094565,;0.17475504,;1.63413830,;1.03693540,;0.88558738,;0.00000000
-0.15786732,;-0.38614689,;-0.14081588,;0.23454904,;1.53631380,;1.07450790,;0.00000000
-0.20952912,;-0.40384130,;0.12967348,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.81743965,;1.39656480,;-0.23097900,;0.65691529,;-0.37786573,;0.38586202,;0.00000000
-0.30912629,;-0.43923012,;-0.18589744,;0.68476362,;1.82404820,;1.07146080,;0.00000000
1.65639330,;5.05046030,;0.17475504,;0.80459580,;-0.37786573,;0.47727520,;0.00000000
-0.19005008,;-0.40384130,;1.52720180,;0.53201978,;-0.37786573,;1.08060220,;0.00000000
-0.00914910,;0.10929656,;3.24030110,;0.90248688,;-0.10504650,;0.67838418,;0.00000000
-0.14414731,;-0.39941770,;0.12967348,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.73427262,;1.14441950,;-0.41130523,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.38128342,;-0.41711211,;4.00668760,;-0.11988418,;-0.12091651,;1.38531270,;0.00000000
-0.07808796,;-0.39057049,;-0.09573432,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.31606614,;-0.23574442,;0.35508128,;1.64468690,;-0.04133600,;1.19943930,;0.00000000
-0.28219440,;-0.39499410,;2.06818050,;1.07928150,;0.08052062,;0.97090635,;0.00000000
-0.09316304,;-0.42595931,;-0.27606055,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.33842954,;-0.24901522,;2.65424080,;0.03750105,;-0.37786573,;1.35179460,;0.00000000
-0.36011055,;-0.34633447,;1.70752810,;0.36703955,;0.44108583,;1.06536660,;0.00000000
0.63687743,;-0.44365372,;-0.00557120,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.56879034,;-0.45250093,;0.67065219,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.98140233,;5.07700190,;-0.00557120,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
1.44737480,;0.41452511,;0.03951036,;0.63328641,;0.47977308,;1.03489560,;0.00000000
0.62959397,;4.71426650,;-0.45638679,;0.71514361,;-0.37786573,;0.39805045,;0.00000000
0.25745965,;-0.21362640,;0.17475504,;0.72737999,;0.21297919,;1.26342850,;0.00000000
1.38131550,;-0.42153571,;-0.09573432,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.05013493,;-0.32421646,;-0.41130523,;0.44678703,;-0.37786573,;0.82769237,;0.00000000
-0.01812640,;-0.43038291,;-0.23097900,;0.64763252,;1.63199480,;1.25428720,;0.00000000
0.33097184,;0.85688534,;0.12967348,;1.14088540,;-0.37786573,;0.50774626,;0.00000000
0.55150843,;0.38355990,;-0.00557120,;1.11388100,;-0.37786573,;1.22991030,;0.00000000
0.51678493,;0.28181705,;0.30999972,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.58538502,;0.39683070,;-0.36622367,;1.75861190,;2.99428000,;1.22686320,;0.00000000
-0.09045291,;-0.30209845,;0.49032595,;0.78096692,;0.79681101,;0.87949317,;0.00000000
-0.27050698,;-0.44807732,;0.44524439,;0.71767527,;-0.37786573,;1.89113230,;0.00000000
2.36119580,;-0.44365372,;-0.54654991,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.62366556,;0.96305179,;0.49032595,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.02438872,;-0.19150839,;0.30999972,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.07232409,;-0.28440404,;-0.32114211,;1.01092660,;-0.37786573,;1.08060220,;0.00000000
0.80558284,;1.34790520,;-0.32114211,;0.68012223,;1.51451720,;0.56868837,;0.00000000
1.07557920,;0.54280958,;-0.00557120,;2.05861430,;-0.37786573,;1.14154430,;0.00000000
0.10365994,;-0.43923012,;-0.45638679,;1.07084270,;3.61617350,;1.01661290,;0.00000000
0.14177110,;-0.25343882,;0.58048907,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.02963959,;0.14910898,;0.03951036,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.04302084,;0.92766297,;-0.23097900,;-0.20553887,;-0.37786573,;0.44070993,;0.00000000
0.14922395,;0.30393506,;-0.18589744,;1.28983180,;-0.37786573,;0.76675026,;0.00000000
1.07490170,;3.17927650,;-0.45638679,;1.64848440,;2.26946190,;0.73932630,;0.00000000
0.56590598,;0.21546301,;-0.23097900,;1.10586400,;1.10357620,;1.29085250,;0.00000000
-0.15685103,;-0.45250093,;-0.32114211,;0.08264909,;-0.37786573,;0.23350673,;0.00000000
0.03031712,;-0.38614689,;0.35508128,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.14617990,;-0.31094565,;0.71573375,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.02726823,;-0.20920280,;0.53540751,;-0.12410362,;0.72016086,;0.98918898,;0.00000000
0.10196611,;-0.44365372,;0.03951036,;0.49531062,;1.18187270,;1.05317820,;0.00000000
0.14346493,;-0.24901522,;0.03951036,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.21900972,;-0.24901522,;3.15013800,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.20291834,;-0.22689721,;0.53540751,;1.12738320,;0.22147392,;1.70830600,;0.00000000
0.05352259,;-0.45250093,;-0.27606055,;0.47716702,;3.85149080,;0.97395345,;0.00000000
-0.15109201,;-0.44365372,;0.03951036,;0.81430052,;-0.37786573,;1.33655910,;0.00000000
-0.01880393,;-0.31094565,;-0.27606055,;0.57674587,;-0.37786573,;1.03794270,;0.00000000
-0.08706525,;-0.28440404,;1.97801740,;0.92906937,;-0.15594905,;1.25428720,;0.00000000
0.29489328,;-0.35075807,;-0.18589744,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.28235894,;0.29951146,;-0.05065276,;0.57083865,;-0.37786573,;0.93129397,;0.00000000
-0.06165781,;-0.30209845,;0.21983660,;0.39320010,;-0.37786573,;1.20858060,;0.00000000
-0.01084293,;0.03409532,;-0.00557120,;-0.39836742,;-0.37786573,;0.62353628,;0.00000000
0.75256598,;0.12256737,;0.03951036,;0.75522832,;0.43394103,;0.88254028,;0.00000000
0.74833141,;1.75045300,;0.12967348,;1.74848520,;-0.37786573,;0.77284447,;0.00000000
0.26287990,;-0.19150839,;0.12967348,;0.37252483,;-0.37786573,;1.09583770,;0.00000000
0.45479077,;0.18007419,;-0.00557120,;1.11177130,;-0.37786573,;1.19639220,;0.00000000
-0.07724104,;-0.36845248,;-0.45638679,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.18818687,;-0.45250093,;0.35508128,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.01964600,;-0.31094565,;-0.27606055,;1.41388340,;2.51017900,;0.90387002,;0.00000000
0.91517360,;1.79468900,;0.30999972,;1.49574060,;-0.37786573,;0.82464527,;0.00000000
-0.16853845,;-0.42595931,;0.21983660,;0.45902341,;0.65523213,;1.30913510,;0.00000000
0.46918832,;2.77230510,;-0.36622367,;0.65100807,;-0.37786573,;0.63877181,;0.00000000
0.19038400,;-0.13400156,;-0.32114211,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
1.27578990,;-0.45250093,;-0.36622367,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.03658429,;-0.37287609,;-0.27606055,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.27965366,;-0.45250093,;0.71573375,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.03760544,;-0.42595931,;0.89605999,;0.27125820,;-0.37786573,;1.04403690,;0.00000000
-0.42803311,;-0.43923012,;0.21983660,;0.19235461,;0.55774024,;1.01966000,;0.00000000
-0.27914551,;-0.32864006,;0.03951036,;1.01683380,;0.78541885,;1.05013110,;0.00000000
-0.25035041,;-0.38614689,;0.71573375,;0.40628037,;0.13464985,;0.97700056,;0.00000000
0.05809592,;0.33932388,;1.79769120,;0.56408754,;0.28538197,;1.05317820,;0.00000000
-0.10027712,;-0.36402888,;-0.14081588,;0.35860067,;1.11496840,;1.15982690,;0.00000000
0.00372400,;-0.40384130,;-0.09573432,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.24967288,;-0.39057049,;-0.23097900,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.02523563,;-0.40826490,;-0.41130523,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.20563331,;-0.45250093,;0.12967348,;0.56408754,;-0.37786573,;1.55899780,;0.00000000
-0.02507110,;-0.31094565,;-0.23097900,;0.47168174,;1.78753400,;1.01661290,;0.00000000
-0.19631725,;-0.43480652,;0.21983660,;1.70713470,;0.48306561,;0.99223609,;0.00000000
0.13194689,;-0.22247361,;-0.14081588,;0.99911212,;2.29708630,;1.02270710,;0.00000000
0.35925879,;0.58262200,;1.03130470,;0.61345503,;-0.37786573,;1.08974350,;0.00000000
-0.03692790,;-0.38172329,;-0.18589744,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.28964240,;-0.20477920,;-0.27606055,;1.00501930,;-0.37786573,;1.43101930,;0.00000000
0.02303366,;-0.34191087,;0.80589687,;0.47590118,;-0.37786573,;1.24514590,;0.00000000
0.60943740,;0.14468538,;-0.05065276,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
-0.07774919,;-0.38614689,;-0.18589744,;0.27716542,;-0.37786573,;1.08974350,;0.00000000
-0.08266130,;-0.37729969,;-0.00557120,;-0.85955255,;-0.37786573,;-0.94572324,;0.00000000
0.67735995,;0.29066425,;1.03130470,;0.31640624,;0.41454802,;0.54735863,;0.00000000
-0.33961522,;-0.39499410,;0.17475504,;0.36914928,;-0.37786573,;0.84902211,;0.00000000
